monthly_income_amt,education_level_cd,gender_cd,age,marital_status_cd,job_position_cd,car_own_flg,work_exp_cd,accnt_cnt,credit_amt_max,credit_card_sum,accnt_open_due_cnt,wrst_delqbalance_max,cred_av
28.0,SCH,M,25,UNM,SPC,0,0,1.0,12.73,0.0,0.0,1.38,12.73
38.0,GRD,M,66,MAR,SPC,1,2,7.0,662.75,0.0,1.0,2.071,340.251
40.0,SCH,M,40,MAR,WRK,1,0,15.0,900.0,90.0,0.0,3.465,131.61
35.0,SCH,M,31,MAR,SPC,0,0,6.0,1062.0,0.0,0.0,178.044,261.461
25.0,SCH,F,20,MAR,ATP,0,0,1.0,3.0,0.0,0.0,0.0,3.0
20.0,SCH,F,32,MAR,WRK,0,0,4.0,29.09,0.0,0.0,20.191,16.773
20.0,UGR,F,35,MAR,SPC,0,1,9.0,610.0,112.88,0.0,0.0,131.493
40.0,SCH,M,37,DIV,SPC,0,0,12.0,220.0,0.0,0.0,7.908,55.517
25.0,SCH,F,36,UNM,ATP,0,2,8.0,177.41,0.0,0.0,3.399,35.329
40.0,UGR,M,41,MAR,SPC,0,2,3.0,460.0,75.0,0.0,0.0,185.0
30.0,GRD,F,31,MAR,SPC,0,1,34.0,163.5,20.0,0.0,38.83,29.738
40.0,SCH,M,30,MAR,SPC,0,1,11.0,302.5,52.0,1.0,2.539,61.037
70.0,GRD,M,26,MAR,BIS,1,0,4.0,200.0,0.0,0.0,15.934,51.375
82.0,GRD,F,38,MAR,SPC,0,2,17.0,1500.0,260.0,1.0,61.41,172.634
40.0,SCH,M,35,MAR,SPC,0,2,11.0,200.0,10.0,0.0,0.0,54.372
80.0,SCH,M,24,UNM,ATP,0,0,1.0,109.53,109.53,0.0,0.0,109.53
50.0,SCH,M,27,MAR,WRK,0,0,1.0,576.87,0.0,1.0,11.522,576.869
250.0,SCH,M,24,MAR,BIS,1,0,5.0,103.1,0.0,0.0,3.0,43.89
60.0,GRD,M,27,UNM,SPC,0,0,7.0,1211.5,257.68,0.0,0.0,266.689
45.0,SCH,M,32,UNM,ATP,0,1,1.0,1.36,0.0,0.0,0.0,2.5
40.0,UGR,M,44,UNM,SPC,0,0,10.0,210.18,0.0,1.0,3.416,52.936
80.0,UGR,M,31,UNM,DIR,1,0,23.0,250.0,0.0,0.0,0.001,42.828
65.0,SCH,F,25,UNM,SPC,1,0,4.0,58.8,15.0,0.0,4.792,39.945
15.0,SCH,F,38,MAR,SPC,0,2,20.0,262.23,114.0,0.0,0.0,103.207
45.0,UGR,M,32,DIV,UMN,0,2,3.0,1060.0,0.0,0.0,0.0,368.627
47.0,GRD,M,38,MAR,DIR,0,0,10.0,1020.0,360.0,0.0,23.763,277.89
40.0,GRD,M,64,MAR,PNA,0,0,7.0,500.0,0.0,0.0,0.835,262.706
29.0,SCH,M,35,MAR,SPC,0,1,9.0,500.0,0.0,0.0,25.822,88.535
50.0,GRD,M,33,DIV,BIS,1,0,3.0,59.52,0.0,0.0,61.596,25.407
35.0,UGR,M,21,CIV,SPC,0,0,2.0,38.01,0.0,0.0,0.0,38.01
100.0,UGR,M,55,UNM,SPC,0,2,4.0,190.0,0.0,0.0,0.0,120.517
60.0,SCH,M,61,MAR,SPC,0,2,5.0,420.0,20.0,0.0,12.41,157.5
55.0,SCH,M,35,CIV,WRK,0,1,2.0,780.0,9.1,0.0,0.0,394.55
20.0,SCH,M,49,CIV,BIS,1,0,7.0,500.0,30.0,0.0,0.0,182.103
30.0,GRD,M,32,MAR,SPC,1,1,16.0,860.0,5.0,0.0,0.0,81.719
20.0,UGR,F,34,MAR,SPC,0,2,1.0,213.0,0.0,0.0,0.0,213.001
22.0,SCH,F,34,MAR,SPC,0,0,1.0,6.99,0.0,0.0,8.381,6.99
30.0,SCH,M,34,MAR,WRK,1,2,20.0,100.0,0.0,0.0,0.915,25.974
20.0,SCH,M,50,UNM,WRK,0,0,3.0,18.0,18.0,0.0,0.55,9.147
17.0,SCH,M,63,MAR,SPC,0,2,3.0,277.0,0.0,0.0,0.0,147.393
22.0,SCH,F,36,MAR,WRK,0,0,5.0,42.71,0.0,0.0,4.458,18.833
30.0,SCH,M,54,MAR,WRK,1,2,3.0,1003.81,0.0,0.0,2.652,460.432
25.0,UGR,F,41,MAR,SPC,0,2,8.0,200.0,5.5,0.0,0.0,59.214
35.0,UGR,M,35,MAR,SPC,0,1,19.0,150.0,187.5,0.0,1.552,31.409
160.0,UGR,M,43,MAR,DIR,1,1,17.0,3050.0,200.5,1.0,14.606,463.703
88.888,GRD,M,35,MAR,DIR,0,0,1.0,168.0,168.0,0.0,0.0,168.0
30.0,GRD,F,38,UNM,SPC,0,0,15.0,1500.0,100.0,0.0,6.477,117.119
25.0,SCH,F,37,DIV,SPC,0,2,16.0,1150.0,50.0,0.0,4.844,102.118
45.7,GRD,M,31,UNM,DIR,0,0,2.0,71.9,0.0,0.0,0.0,40.52
25.0,SCH,M,47,UNM,WRK,0,0,1.0,10.0,10.0,0.0,3.553,10.0
150.0,GRD,M,53,DIV,BIS,0,0,13.0,663.32,15.0,0.0,14.048,297.096
80.0,GRD,F,51,MAR,SPC,0,1,2.0,1075.0,70.0,0.0,0.0,572.501
15.0,SCH,M,39,UNM,SPC,0,1,29.0,55.0,55.0,0.0,9.42,8.769
10.0,SCH,F,62,UNM,PNA,0,0,21.0,76.97,0.0,0.0,1.986,18.336
20.0,SCH,F,48,DIV,WRK,0,0,7.0,43.96,14.9,0.0,31.867,24.172
40.0,GRD,M,32,UNM,SPC,0,0,4.0,500.0,50.0,0.0,0.0,154.495
23.5,SCH,M,62,MAR,PNA,0,0,5.0,48.15,0.0,0.0,5.868,37.928
25.0,SCH,M,38,MAR,SPC,1,0,2.0,10.0,0.0,0.0,5.106,10.0
15.0,SCH,F,26,MAR,SPC,0,1,3.0,207.0,59.0,0.0,0.0,144.0
30.0,UGR,M,40,UNM,SPC,0,0,3.0,32.0,47.0,0.0,0.653,20.377
25.0,SCH,M,33,DIV,SPC,0,0,4.0,100.0,130.0,0.0,30.776,58.7
45.0,SCH,M,24,UNM,WRK,0,0,1.0,50.0,50.0,1.0,2.502,50.0
35.0,SCH,M,21,UNM,SPC,0,0,2.0,5.0,0.0,1.0,5.0,3.5
35.0,SCH,F,56,DIV,PNA,0,0,5.0,145.0,325.0,0.0,0.0,89.002
25.0,SCH,F,31,UNM,SPC,0,0,5.0,11.74,0.0,0.0,2.474,9.464
60.0,SCH,F,44,MAR,BIS,0,2,10.0,57.86,0.0,0.0,2.351,29.044
105.0,GRD,M,29,MAR,UMN,0,1,7.0,3423.0,25.0,0.0,0.0,751.841
60.0,GRD,F,32,MAR,UMN,0,0,5.0,1360.0,10.0,0.0,2.254,357.007
50.0,GRD,F,33,UNM,SPC,1,0,6.0,1800.0,38.0,1.0,2.44,344.517
100.0,SCH,M,40,UNM,BIS,1,0,9.0,100.0,187.0,0.0,1.209,49.667
65.0,GRD,F,27,MAR,UMN,0,1,7.0,1476.0,80.0,0.0,1.537,311.116
35.0,SCH,M,30,MAR,UMN,0,2,6.0,413.17,0.0,0.0,0.036,191.222
25.0,UGR,M,40,MAR,SPC,0,1,2.0,16.04,0.0,0.0,0.0,12.27
30.0,UGR,M,31,DIV,SPC,0,2,4.0,26.51,0.0,0.0,4.86,15.815
55.0,GRD,M,40,DIV,BIS,1,0,5.0,206.5,0.0,0.0,21.924,64.38
30.0,SCH,M,54,MAR,NOR,0,0,14.0,74.0,36.0,1.0,3.729,18.886
40.0,UGR,M,26,MAR,SPC,0,1,4.0,2140.0,50.0,0.0,0.0,559.752
45.0,SCH,M,41,MAR,BIS,1,0,2.0,7.59,0.0,0.0,31.237,6.295
65.0,GRD,M,29,DIV,SPC,0,0,6.0,63.0,0.0,0.0,4.921,22.75
30.0,SCH,M,31,UNM,NOR,0,0,1.0,3.76,0.0,0.0,3.76,3.76
25.0,GRD,M,42,MAR,UMN,0,0,2.0,40.58,0.0,0.0,0.0,26.99
30.0,GRD,F,22,MAR,SPC,0,0,2.0,214.88,0.0,0.0,0.0,118.285
30.0,SCH,M,36,MAR,SPC,0,1,3.0,130.8,0.0,0.0,3.643,87.964
30.0,UGR,F,30,UNM,SPC,0,2,4.0,95.0,0.0,0.0,5.496,33.93
70.0,GRD,M,43,MAR,WRK,1,2,4.0,187.0,312.0,0.0,6.296,78.0
22.0,GRD,F,34,MAR,WRK,0,2,14.0,105.0,33.0,0.0,4.798,36.205
40.0,UGR,F,40,WID,SPC,0,0,3.0,2.0,0.0,1.0,16.033,2.5
40.0,GRD,F,37,MAR,SPC,1,2,13.0,1000.0,104.0,1.0,0.0,131.684
35.0,GRD,F,26,MAR,SPC,0,0,2.0,43.16,0.0,0.0,0.0,39.475
20.69,SCH,M,42,MAR,WRK,1,0,3.0,27.02,0.0,0.0,1.041,14.073
15.0,SCH,F,29,MAR,ATP,0,1,8.0,150.0,0.0,0.0,0.0,37.471
20.0,SCH,M,23,UNM,SPC,0,1,4.0,171.0,0.0,0.0,0.0,66.01
40.0,GRD,F,29,MAR,SPC,0,1,12.0,352.51,85.0,0.0,4.087,104.479
17.5,SCH,M,67,MAR,PNA,0,0,4.0,104.0,0.0,0.0,7.576,83.45
50.0,SCH,F,47,DIV,DIR,0,2,11.0,88.0,0.0,0.0,9.86,19.689
60.0,GRD,M,50,UNM,SPC,0,2,2.0,131.97,0.0,0.0,0.0,81.53
48.0,UGR,M,49,MAR,SPC,0,2,6.0,1955.0,0.0,0.0,8.146,374.022
39.0,GRD,M,29,MAR,SPC,0,0,8.0,35.18,0.0,0.0,2.777,20.066
60.0,GRD,M,49,UNM,UMN,0,2,23.0,22193.0,0.0,0.0,35.584,1143.724
16.0,GRD,F,33,MAR,WOI,0,1,8.0,2115.0,10.0,0.0,1.23,273.247
50.0,SCH,M,52,MAR,BIS,0,0,9.0,4000.0,315.5,1.0,218.554,1562.207
200.0,GRD,M,40,MAR,UMN,1,2,12.0,2210.0,380.0,0.0,0.0,599.092
30.0,SCH,F,29,MAR,SPC,0,2,1.0,200.0,0.0,0.0,5.723,199.999
40.0,SCH,M,33,UNM,WRK,0,1,1.0,93.0,0.0,0.0,0.0,93.0
30.0,SCH,M,24,UNM,WRK,0,0,2.0,6.42,0.0,0.0,0.0,5.16
25.0,UGR,M,55,MAR,SPC,0,2,10.0,300.0,20.0,0.0,0.862,112.737
0.0,SCH,M,40,MAR,UNK,0,0,19.0,329.7,185.0,0.0,2.425,43.739
50.0,GRD,F,49,UNM,SPC,0,0,5.0,33.56,0.0,1.0,4.348,18.854
50.0,SCH,M,23,UNM,SPC,0,0,1.0,354.82,0.0,0.0,0.0,354.821
30.0,SCH,M,50,MAR,SPC,0,2,9.0,200.0,0.0,0.0,2.621,96.12
25.0,SCH,F,21,MAR,SPC,0,1,4.0,3.0,0.0,1.0,3.0,2.5
30.0,UGR,M,31,MAR,SPC,0,1,11.0,40.0,50.0,0.0,1.125,12.562
40.0,UGR,F,42,CIV,BIU,1,1,1.0,99.97,0.0,0.0,0.0,99.97
55.0,GRD,M,39,MAR,SPC,0,1,18.0,1097.17,0.0,0.0,14.998,201.755
50.0,GRD,F,42,MAR,SPC,0,1,8.0,200.0,0.0,0.0,1.251,44.645
45.0,SCH,M,22,MAR,WRK,0,0,4.0,40.74,0.0,0.0,4.99,30.31
50.0,SCH,M,29,MAR,BIS,0,0,4.0,370.0,17.1,0.0,0.0,190.192
65.0,GRD,M,52,MAR,BIU,0,2,2.0,53.3,12.0,0.0,6.051,32.65
18.0,GRD,F,27,DIV,UNK,0,2,3.0,31.44,0.0,0.0,0.0,25.967
50.0,SCH,F,42,MAR,SPC,0,0,1.0,110.0,110.0,0.0,0.0,110.0
22.5,SCH,M,27,UNM,WRK,0,0,1.0,7.0,7.0,0.0,0.0,7.0
30.0,GRD,M,28,UNM,SPC,0,0,1.0,42.75,0.0,0.0,0.01,42.75
20.0,GRD,F,57,MAR,SPC,0,2,5.0,132.0,50.0,0.0,0.0,62.458
50.0,GRD,F,38,DIV,SPC,0,0,8.0,400.0,42.0,1.0,582.542,95.75
21.0,SCH,F,68,DIV,WRK,0,2,18.0,65.85,0.0,0.0,7.685,13.718
21.0,SCH,F,27,MAR,UNK,0,0,5.0,66.0,15.0,0.0,0.905,39.786
75.0,SCH,F,20,MAR,SPC,0,0,4.0,66.48,0.0,0.0,0.0,17.495
32.5,SCH,M,33,MAR,BIU,0,2,2.0,290.0,0.0,0.0,0.0,155.369
50.0,GRD,M,33,UNM,SPC,0,2,6.0,1398.0,40.0,0.0,0.0,578.0
45.0,GRD,M,29,MAR,UMN,0,0,3.0,130.0,130.0,0.0,64.322,79.407
47.0,SCH,F,43,DIV,SPC,0,2,4.0,260.99,58.0,0.0,3.296,103.412
27.0,SCH,F,59,DIV,WRK,0,1,13.0,175.0,255.0,0.0,2.45,50.2
29.0,GRD,F,34,MAR,SPC,0,0,4.0,27.5,20.0,0.0,0.165,19.795
50.0,GRD,M,50,MAR,BIS,1,0,2.0,40.0,0.0,0.0,0.0,22.0
24.0,UGR,F,43,MAR,SPC,0,0,10.0,160.0,81.0,0.0,3.09,52.303
20.0,SCH,F,39,UNM,WRK,0,2,6.0,9.7,0.0,0.0,1.807,6.358
30.0,GRD,F,52,MAR,SPC,0,2,27.0,588.0,10.0,0.0,2.95,95.244
450.0,UGR,F,35,MAR,SPC,1,0,7.0,185.0,224.0,0.0,4.814,85.671
70.0,SCH,M,26,UNM,INP,0,0,3.0,100.0,100.0,0.0,0.0,41.573
60.0,SCH,M,28,UNM,SPC,0,0,3.0,26.99,0.0,0.0,12.69,26.99
30.0,SCH,M,39,MAR,NOR,0,0,2.0,33.86,0.0,0.0,25.003,33.86
30.0,SCH,F,49,WID,WRK,0,1,6.0,11.38,0.0,0.0,0.0,7.522
40.0,UGR,M,29,MAR,SPC,0,0,2.0,109.33,0.0,0.0,0.521,56.96
20.0,SCH,F,42,CIV,WRK,0,1,6.0,450.0,45.0,0.0,61.695,95.578
18.0,SCH,F,46,DIV,SPC,0,1,2.0,7.0,0.0,1.0,7.0,6.0
130.0,GRD,M,42,CIV,BIS,0,0,2.0,63.0,124.0,0.0,0.0,62.0
45.0,GRD,M,49,MAR,BIS,1,0,1.0,25.0,25.0,0.0,0.0,25.0
22.0,UGR,F,52,UNM,SPC,0,1,13.0,110.0,74.0,0.0,1.377,25.311
40.0,UGR,M,28,UNM,SPC,0,1,4.0,23.93,0.0,0.0,2.899,11.692
35.0,SCH,M,56,MAR,WRK,1,2,8.0,260.0,20.0,0.0,5.962,81.863
34.0,SCH,F,22,UNM,SPC,0,0,2.0,42.4,0.0,0.0,0.0,42.4
32.0,GRD,F,49,DIV,SPC,0,2,4.0,630.0,50.0,0.0,0.0,231.881
74.0,GRD,M,25,MAR,SPC,0,1,10.0,700.0,0.0,0.0,0.0,158.084
14.0,SCH,F,30,MAR,ATP,0,0,5.0,22.12,0.0,0.0,1.585,15.234
20.0,GRD,F,47,UNM,UMN,0,2,11.0,36.26,10.0,0.0,1.57,15.561
40.0,SCH,M,29,MAR,SPC,0,1,2.0,52.17,0.0,0.0,0.0,51.225
30.0,GRD,F,39,CIV,BIU,1,2,16.0,194.08,117.5,0.0,20.503,68.354
19.0,GRD,F,57,DIV,PNA,1,0,10.0,200.0,0.0,0.0,0.0,55.31
20.0,UGR,M,34,MAR,SPC,0,2,10.0,127.42,50.0,0.0,1.045,29.923
25.0,GRD,F,41,MAR,SPC,1,1,14.0,100.0,110.0,0.0,3.731,37.707
30.0,SCH,M,34,MAR,SPC,0,2,7.0,340.0,37.0,1.0,3.71,91.063
18.0,SCH,F,49,MAR,SPC,0,1,21.0,79.5,86.0,0.0,6.111,17.98
30.0,SCH,F,38,UNM,WRK,0,0,1.0,30.0,30.0,0.0,0.0,30.0
50.0,SCH,M,43,UNM,WRK,0,0,2.0,21.0,21.0,0.0,1.428,21.0
30.5,GRD,F,29,MAR,SPC,1,1,6.0,143.0,0.0,1.0,44.892,41.692
0.0,SCH,M,44,CIV,NOR,0,0,2.0,5.36,0.0,0.0,0.0,5.36
12.0,SCH,F,48,MAR,SPC,0,1,10.0,27.29,0.0,0.0,0.0,15.243
25.0,SCH,M,25,UNM,SPC,0,0,2.0,17.1,0.0,0.0,43.472,17.1
12.5,SCH,F,30,CIV,ATP,0,0,14.0,9.27,0.0,0.0,1.492,7.453
30.0,SCH,F,57,DIV,WRK,0,1,5.0,300.0,0.0,0.0,3.64,104.62
100.0,SCH,M,33,MAR,BIS,0,0,6.0,2320.0,0.0,0.0,0.0,479.783
18.0,SCH,F,52,CIV,WRK,1,2,9.0,1442.4,10.0,0.0,0.006,212.509
30.0,GRD,M,34,UNM,SPC,0,1,1.0,6.91,0.0,0.0,0.0,6.91
18.0,SCH,F,47,WID,SPC,0,0,3.0,20.0,0.0,0.0,6.308,13.155
60.0,SCH,M,29,MAR,BIS,0,1,6.0,417.0,13.0,0.0,0.0,81.54
30.0,UGR,M,44,UNM,SPC,0,0,5.0,38.0,5.0,0.0,3.411,20.208
25.0,SCH,M,49,MAR,SPC,0,1,29.0,350.0,93.0,1.0,8.586,71.251
20.0,SCH,F,58,DIV,SPC,0,1,15.0,116.0,54.0,0.0,0.786,32.121
100.0,GRD,M,40,MAR,SPC,1,1,12.0,766.3,166.0,0.0,4.335,225.222
22.0,UGR,M,22,CIV,SPC,0,0,1.0,21.0,21.0,0.0,0.0,21.0
15.0,SCH,M,38,MAR,SPC,0,2,7.0,34.45,0.0,0.0,2.111,16.115
31.0,SCH,M,48,MAR,WRK,0,2,4.0,375.0,0.0,0.0,1.042,211.113
28.0,SCH,M,48,MAR,WRK,0,2,1.0,19.99,0.0,0.0,3.17,19.99
20.0,SCH,F,25,MAR,SPC,0,1,11.0,42.6,0.0,0.0,1.38,16.098
35.0,UGR,M,19,UNM,SPC,0,0,1.0,54.4,0.0,0.0,0.0,54.4
20.0,SCH,M,28,UNM,WRK,0,0,2.0,18.1,0.0,0.0,22.529,18.1
60.0,SCH,F,39,CIV,SPC,1,2,15.0,429.02,65.0,0.0,10.146,86.775
50.0,UGR,F,51,UNM,PNI,0,0,12.0,85.0,104.68,1.0,0.851,20.318
50.0,GRD,M,32,MAR,SPC,0,2,12.0,595.0,100.0,0.0,5.03,220.42
24.0,SCH,F,48,MAR,NOR,0,0,5.0,32.94,0.0,0.0,27.327,17.358
37.5,GRD,F,34,DIV,SPC,0,0,9.0,780.0,25.0,0.0,5.161,99.41
75.0,UGR,M,32,MAR,SPC,1,1,21.0,500.0,256.55,0.0,7.047,87.358
45.0,UGR,F,23,UNM,SPC,0,0,2.0,36.99,0.0,0.0,0.0,36.985
15.0,SCH,F,49,MAR,WRK,0,2,16.0,100.05,20.0,0.0,2.547,27.245
20.0,SCH,M,44,CIV,SPC,0,0,4.0,45.0,15.0,0.0,11.839,22.58
43.0,SCH,M,31,DIV,SPC,0,2,8.0,2200.0,120.0,0.0,4.887,349.822
18.667,GRD,M,45,MAR,PNV,0,0,1.0,55.0,55.0,0.0,1.038,55.0
30.0,GRD,M,40,UNM,WRK,0,1,11.0,179.0,10.0,0.0,0.516,73.822
10.0,SCH,M,49,MAR,SPC,0,2,4.0,185.3,0.0,0.0,0.0,76.605
29.0,SCH,M,44,MAR,SPC,0,2,6.0,133.57,18.0,0.0,0.0,33.446
100.0,GRD,M,38,MAR,UMN,1,2,20.0,1495.01,260.0,0.0,0.0,288.367
7.8,SCH,M,56,DIV,WRK,0,0,2.0,25.94,0.0,0.0,7.589,25.94
25.0,SCH,F,54,CIV,PNA,0,0,6.0,83.77,0.0,0.0,20.147,23.798
28.0,GRD,F,35,UNM,SPC,0,1,6.0,46.23,0.0,0.0,0.339,29.76
60.0,GRD,F,61,MAR,WRP,0,0,16.0,275.1,50.0,0.0,14.372,111.413
90.0,GRD,F,34,MAR,SPC,0,2,21.0,770.0,237.88,0.0,3.792,216.919
10.0,SCH,F,27,UNM,SPC,0,0,4.0,24.1,0.0,0.0,15.943,12.823
35.0,GRD,F,29,MAR,UMN,0,0,4.0,50.0,50.0,0.0,26.179,32.852
30.0,GRD,F,28,MAR,INP,0,0,3.0,30.93,0.0,0.0,0.0,24.503
30.0,SCH,F,53,DIV,BIS,0,2,1.0,23.77,0.0,0.0,0.0,23.77
45.0,GRD,F,29,MAR,SPC,0,1,1.0,1580.0,0.0,1.0,13.525,1580.007
30.0,UGR,F,27,MAR,SPC,0,1,1.0,11.54,0.0,0.0,0.0,11.54
30.0,SCH,F,20,MAR,SPC,0,0,1.0,44.76,44.76,0.0,0.0,44.76
30.0,SCH,F,35,UNM,WOI,0,2,9.0,166.7,11.0,0.0,0.379,55.854
40.0,GRD,M,54,MAR,WRK,0,0,3.0,170.0,52.0,0.0,3.94,110.667
22.5,GRD,F,30,MAR,SPC,0,0,1.0,14.89,0.0,0.0,30.191,14.89
30.0,SCH,M,43,MAR,SPC,0,2,15.0,1150.0,22.0,0.0,10.072,170.289
73.0,GRD,F,44,DIV,SPC,0,0,7.0,1151.78,131.0,0.0,79.987,243.733
20.0,GRD,F,65,UNM,SPC,0,2,6.0,165.0,0.0,0.0,0.0,65.935
0.0,GRD,F,30,UNM,NOR,0,0,1.0,0.0,0.0,0.0,0.0,15.0
25.0,SCH,F,30,MAR,SPC,0,0,2.0,14.43,0.0,0.0,10.159,14.43
40.0,SCH,M,40,MAR,WRK,0,1,5.0,40.0,70.0,0.0,0.0,29.3
8.0,SCH,F,68,MAR,PNA,0,0,10.0,70.0,32.0,0.0,0.0,29.562
20.0,SCH,F,42,MAR,SPC,0,2,7.0,42.38,20.0,0.0,1.832,20.307
80.0,SCH,M,33,MAR,UMN,1,0,3.0,395.0,0.0,0.0,24.472,155.806
17.4,SCH,M,57,WID,PNA,1,0,16.0,50.0,50.0,0.0,55.987,14.516
40.0,UGR,M,45,MAR,WRK,0,0,1.0,19.78,0.0,0.0,2.143,19.78
35.0,SCH,F,66,WID,PNA,0,0,26.0,537.06,160.0,0.0,16.224,74.588
30.0,SCH,F,32,UNM,PNA,0,0,1.0,55.0,0.0,0.0,0.0,55.0
60.0,SCH,M,25,UNM,SPC,0,0,1.0,45.52,0.0,0.0,0.0,45.52
90.0,SCH,M,45,CIV,WRK,0,1,1.0,2444.8,0.0,0.0,0.0,2444.791
25.0,SCH,F,36,MAR,SPC,0,1,4.0,50.0,50.0,0.0,0.864,25.297
27.0,SCH,M,31,MAR,WRK,0,2,2.0,25.0,0.0,0.0,2.822,17.24
27.0,SCH,M,22,UNM,NOR,0,0,7.0,7.0,0.0,0.0,0.0,3.214
20.0,SCH,F,27,UNM,SPC,0,0,6.0,179.7,0.0,0.0,18.713,84.19
18.5,GRD,M,66,UNM,WRP,0,0,15.0,42.0,42.0,0.0,0.0,9.775
45.0,UGR,M,45,DIV,BIS,0,0,10.0,337.87,0.0,0.0,0.0,97.971
20.0,SCH,F,35,UNM,SPC,0,0,10.0,74.07,40.0,0.0,0.0,37.831
40.0,SCH,F,38,DIV,WOI,0,1,10.0,1350.0,0.0,0.0,5.486,140.585
21.0,GRD,F,56,MAR,SPC,0,2,25.0,166.6,60.0,0.0,4.592,30.251
20.0,SCH,M,28,UNM,NOR,0,0,3.0,23.4,5.0,0.0,18.593,17.267
40.0,SCH,M,24,UNM,SPC,0,0,2.0,19.36,0.0,0.0,19.358,19.36
25.0,GRD,F,26,UNM,SPC,0,0,7.0,110.22,50.0,0.0,0.0,49.54
15.5,UGR,F,60,UNM,SPC,0,2,21.0,400.0,0.0,0.0,0.008,136.338
40.0,SCH,M,31,UNM,WRK,0,1,1.0,1.0,0.0,0.0,0.0,2.5
90.0,GRD,M,33,MAR,SPC,0,2,10.0,879.0,0.0,0.0,19.974,171.065
40.0,GRD,M,43,DIV,SPC,0,0,16.0,122.0,14.0,0.0,1.007,40.254
25.0,UGR,F,44,MAR,SPC,0,2,12.0,239.64,63.0,1.0,7.244,78.42
35.0,GRD,M,40,DIV,SPC,0,0,9.0,300.0,90.0,0.0,0.074,111.935
30.0,SCH,M,25,UNM,SPC,0,0,4.0,19.88,15.0,0.0,0.0,14.237
40.0,GRD,F,41,UNM,SPC,0,0,4.0,1196.13,12.0,0.0,0.0,332.927
19.0,SCH,M,29,UNM,NOR,0,0,2.0,21.0,41.0,1.0,1.83,20.5
20.0,SCH,M,20,UNM,SPC,0,0,1.0,1.0,0.0,0.0,0.0,2.5
30.0,GRD,F,32,WID,WRK,0,0,2.0,36.76,0.0,0.0,0.0,21.245
100.0,UGR,M,50,DIV,DIR,0,0,3.0,500.0,970.0,1.0,196.104,323.334
16.5,UGR,F,30,MAR,ATP,0,0,3.0,433.03,20.0,0.0,43.611,164.423
15.0,SCH,F,32,MAR,ATP,0,0,4.0,371.33,0.0,0.0,0.0,115.89
19.0,SCH,F,41,DIV,SPC,0,2,12.0,83.0,69.84,0.0,2.09,24.616
35.5,GRD,F,36,MAR,ATP,1,0,20.0,1190.0,120.0,0.0,20.467,296.434
30.0,UGR,M,20,UNM,WRK,0,0,1.0,35.04,0.0,0.0,0.0,35.04
30.0,SCH,M,29,MAR,WRK,1,0,6.0,200.0,144.68,0.0,183.225,75.91
18.5,SCH,M,27,UNM,WRK,0,0,4.0,138.0,0.0,0.0,148.485,94.5
30.0,UGR,F,26,MAR,SPC,1,0,41.0,631.77,0.0,1.0,6.889,25.608
38.0,SCH,M,33,CIV,WRK,0,0,3.0,88.0,0.0,0.0,83.837,51.125
60.0,GRD,M,25,UNM,UNK,0,1,2.0,63.0,0.0,0.0,5.048,42.12
40.0,GRD,F,34,MAR,SPC,0,1,1.0,0.0,0.0,0.0,0.0,15.0
47.0,SCH,M,50,MAR,BIS,0,0,8.0,330.0,0.0,2.0,8.815,117.867
40.0,SCH,F,35,DIV,SPC,0,1,6.0,88.0,72.5,0.0,12.544,40.08
32.0,SCH,M,21,CIV,SPC,0,0,3.0,2.5,0.0,0.0,0.0,2.5
24.6,GRD,M,39,MAR,SPC,0,0,8.0,500.12,20.0,1.0,2.161,82.273
14.0,GRD,M,55,MAR,SPC,1,1,3.0,300.0,46.07,0.0,1.679,120.97
10.0,GRD,F,30,UNM,SPC,0,0,2.0,100.0,100.0,0.0,0.779,56.765
20.0,UGR,M,22,UNM,SPC,0,0,1.0,51.6,0.0,0.0,0.0,51.6
20.0,SCH,M,33,UNM,WRK,0,0,4.0,27.78,0.0,1.0,34.047,9.96
50.0,UGR,M,21,UNM,SPC,0,0,8.0,3.9,0.0,0.0,0.0,2.5
15.0,SCH,F,24,MAR,SPC,0,1,39.0,30.0,45.0,0.0,0.0,2.858
22.5,SCH,F,27,UNM,SPC,0,0,1.0,3.58,0.0,1.0,3.813,3.58
65.0,GRD,M,31,MAR,WRK,1,0,14.0,495.88,195.0,0.0,2.484,67.438
25.0,UGR,F,34,MAR,DIR,0,1,6.0,1305.0,10.0,0.0,0.002,334.717
20.0,SCH,F,37,DIV,SPC,0,1,9.0,15.0,0.0,0.0,10.524,10.3
0.0,SCH,M,52,UNM,NOR,0,0,5.0,274.7,235.0,0.0,7.314,121.751
30.0,UGR,M,31,MAR,SPC,0,0,1.0,2.99,0.0,0.0,0.0,2.99
80.0,UGR,M,33,UNM,BIS,0,0,4.0,199.12,0.0,0.0,162.777,66.217
30.0,GRD,M,58,MAR,BIS,0,0,5.0,300.0,0.0,0.0,0.001,108.23
70.0,GRD,M,62,MAR,DIR,0,0,11.0,2932.3,788.0,0.0,3.893,712.703
45.0,GRD,F,32,UNM,SPC,0,1,10.0,539.06,10.0,0.0,3.04,65.902
40.0,GRD,F,43,DIV,SPC,0,2,9.0,1070.0,30.0,0.0,3.656,144.447
19.0,UGR,F,45,MAR,SPC,0,1,19.0,250.0,60.0,0.0,7.551,42.827
